block,block_id,parameter,parameter_name,address,access,size_byte,default_value,param_mask,param_shift,max_value
ChErr,05,clr_on_read,ChErr_05_clr_on_read,0x314,wo,1,0,1,0,1
ChErr,05,hdr_mm_err,ChErr_05_hdr_mm_err,0x315,ro,1,0,1,5,1
ChErr,05,align_seu_err,ChErr_05_align_seu_err,0x315,ro,1,0,1,4,1
ChErr,05,orbsyn_hdr_err,ChErr_05_orbsyn_hdr_err,0x315,ro,1,0,1,3,1
ChErr,05,orbsyn_arr_err,ChErr_05_orbsyn_arr_err,0x315,ro,1,0,1,2,1
ChErr,05,orbsyn_fc_err,ChErr_05_orbsyn_fc_err,0x315,ro,1,0,1,1,1
ChErr,05,prbs_chk_err,ChErr_05_prbs_chk_err,0x315,ro,1,0,1,0,1
ChErr,05,dat,ChErr_05_dat,0x316,ro,1,0,63,0,63
ChErr,05,err_out,ChErr_05_err_out,0x317,ro,1,0,1,6,1
ChErr,05,err_dat,ChErr_05_err_dat,0x317,ro,1,0,63,0,63
ChErr,06,wren_msk,ChErr_06_wren_msk,0x318,wo,1,0,1,2,1
ChErr,06,wren_err,ChErr_06_wren_err,0x318,wo,1,0,1,1,1
ChErr,06,clr_on_read,ChErr_06_clr_on_read,0x318,wo,1,0,1,0,1
ChErr,06,hdr_mm_err,ChErr_06_hdr_mm_err,0x319,ro,1,0,1,5,1
ChErr,06,align_seu_err,ChErr_06_align_seu_err,0x319,ro,1,0,1,4,1
ChErr,06,orbsyn_hdr_err,ChErr_06_orbsyn_hdr_err,0x319,ro,1,0,1,3,1
ChErr,06,orbsyn_arr_err,ChErr_06_orbsyn_arr_err,0x319,ro,1,0,1,2,1
ChErr,06,orbsyn_fc_err,ChErr_06_orbsyn_fc_err,0x319,ro,1,0,1,1,1
ChErr,06,prbs_chk_err,ChErr_06_prbs_chk_err,0x319,ro,1,0,1,0,1
ChErr,06,dat,ChErr_06_dat,0x31a,ro,1,0,63,0,63
ChErr,06,err_out,ChErr_06_err_out,0x31b,ro,1,0,1,6,1
ChErr,06,err_dat,ChErr_06_err_dat,0x31b,ro,1,0,63,0,63
ChErr,07,wren_msk,ChErr_07_wren_msk,0x31c,wo,1,0,1,2,1
ChErr,07,wren_err,ChErr_07_wren_err,0x31c,wo,1,0,1,1,1
ChErr,07,clr_on_read,ChErr_07_clr_on_read,0x31c,wo,1,0,1,0,1
ChErr,07,hdr_mm_err,ChErr_07_hdr_mm_err,0x31d,ro,1,0,1,5,1
ChErr,07,align_seu_err,ChErr_07_align_seu_err,0x31d,ro,1,0,1,4,1
ChErr,07,orbsyn_hdr_err,ChErr_07_orbsyn_hdr_err,0x31d,ro,1,0,1,3,1
ChErr,07,orbsyn_arr_err,ChErr_07_orbsyn_arr_err,0x31d,ro,1,0,1,2,1
ChErr,07,orbsyn_fc_err,ChErr_07_orbsyn_fc_err,0x31d,ro,1,0,1,1,1
ChErr,07,prbs_chk_err,ChErr_07_prbs_chk_err,0x31d,ro,1,0,1,0,1
ChErr,07,dat,ChErr_07_dat,0x31e,ro,1,0,63,0,63
ChErr,07,err_out,ChErr_07_err_out,0x31f,ro,1,0,1,6,1
ChErr,07,err_dat,ChErr_07_err_dat,0x31f,ro,1,0,63,0,63
ChErr,08,wren_msk,ChErr_08_wren_msk,0x320,wo,1,0,1,2,1
ChErr,08,wren_err,ChErr_08_wren_err,0x320,wo,1,0,1,1,1
ChErr,08,clr_on_read,ChErr_08_clr_on_read,0x320,wo,1,0,1,0,1
ChErr,08,hdr_mm_err,ChErr_08_hdr_mm_err,0x321,ro,1,0,1,5,1
ChErr,08,align_seu_err,ChErr_08_align_seu_err,0x321,ro,1,0,1,4,1
ChErr,08,orbsyn_hdr_err,ChErr_08_orbsyn_hdr_err,0x321,ro,1,0,1,3,1
ChErr,08,orbsyn_arr_err,ChErr_08_orbsyn_arr_err,0x321,ro,1,0,1,2,1
ChErr,08,orbsyn_fc_err,ChErr_08_orbsyn_fc_err,0x321,ro,1,0,1,1,1
ChErr,08,prbs_chk_err,ChErr_08_prbs_chk_err,0x321,ro,1,0,1,0,1
ChErr,08,dat,ChErr_08_dat,0x322,ro,1,0,63,0,63
ChErr,08,err_out,ChErr_08_err_out,0x323,ro,1,0,1,6,1
ChErr,08,err_dat,ChErr_08_err_dat,0x323,ro,1,0,63,0,63
ChErr,09,wren_msk,ChErr_09_wren_msk,0x324,wo,1,0,1,2,1
ChErr,09,wren_err,ChErr_09_wren_err,0x324,wo,1,0,1,1,1
ChErr,09,clr_on_read,ChErr_09_clr_on_read,0x324,wo,1,0,1,0,1
ChErr,09,hdr_mm_err,ChErr_09_hdr_mm_err,0x325,ro,1,0,1,5,1
ChErr,09,align_seu_err,ChErr_09_align_seu_err,0x325,ro,1,0,1,4,1
ChErr,09,orbsyn_hdr_err,ChErr_09_orbsyn_hdr_err,0x325,ro,1,0,1,3,1
ChErr,09,orbsyn_arr_err,ChErr_09_orbsyn_arr_err,0x325,ro,1,0,1,2,1
ChErr,09,orbsyn_fc_err,ChErr_09_orbsyn_fc_err,0x325,ro,1,0,1,1,1
ChErr,09,prbs_chk_err,ChErr_09_prbs_chk_err,0x325,ro,1,0,1,0,1
ChErr,09,dat,ChErr_09_dat,0x326,ro,1,0,63,0,63
ChErr,09,err_out,ChErr_09_err_out,0x327,ro,1,0,1,6,1
ChErr,09,err_dat,ChErr_09_err_dat,0x327,ro,1,0,63,0,63
ChErr,10,wren_msk,ChErr_10_wren_msk,0x328,wo,1,0,1,2,1
ChErr,10,wren_err,ChErr_10_wren_err,0x328,wo,1,0,1,1,1
ChErr,10,clr_on_read,ChErr_10_clr_on_read,0x328,wo,1,0,1,0,1
ChErr,10,hdr_mm_err,ChErr_10_hdr_mm_err,0x329,ro,1,0,1,5,1
ChErr,10,align_seu_err,ChErr_10_align_seu_err,0x329,ro,1,0,1,4,1
ChErr,10,orbsyn_hdr_err,ChErr_10_orbsyn_hdr_err,0x329,ro,1,0,1,3,1
ChErr,10,orbsyn_arr_err,ChErr_10_orbsyn_arr_err,0x329,ro,1,0,1,2,1
ChErr,10,orbsyn_fc_err,ChErr_10_orbsyn_fc_err,0x329,ro,1,0,1,1,1
ChErr,10,prbs_chk_err,ChErr_10_prbs_chk_err,0x329,ro,1,0,1,0,1
ChErr,10,dat,ChErr_10_dat,0x32a,ro,1,0,63,0,63
ChErr,10,err_out,ChErr_10_err_out,0x32b,ro,1,0,1,6,1
ChErr,10,err_dat,ChErr_10_err_dat,0x32b,ro,1,0,63,0,63
ChErr,11,wren_msk,ChErr_11_wren_msk,0x32c,wo,1,0,1,2,1
ChErr,11,wren_err,ChErr_11_wren_err,0x32c,wo,1,0,1,1,1
ChErr,11,clr_on_read,ChErr_11_clr_on_read,0x32c,wo,1,0,1,0,1
ChErr,11,hdr_mm_err,ChErr_11_hdr_mm_err,0x32d,ro,1,0,1,5,1
ChErr,11,align_seu_err,ChErr_11_align_seu_err,0x32d,ro,1,0,1,4,1
ChErr,11,orbsyn_hdr_err,ChErr_11_orbsyn_hdr_err,0x32d,ro,1,0,1,3,1
ChErr,11,orbsyn_arr_err,ChErr_11_orbsyn_arr_err,0x32d,ro,1,0,1,2,1
ChErr,11,orbsyn_fc_err,ChErr_11_orbsyn_fc_err,0x32d,ro,1,0,1,1,1
ChErr,11,prbs_chk_err,ChErr_11_prbs_chk_err,0x32d,ro,1,0,1,0,1
ChErr,11,dat,ChErr_11_dat,0x32e,ro,1,0,63,0,63
ChErr,11,err_out,ChErr_11_err_out,0x32f,ro,1,0,1,6,1
ChErr,11,err_dat,ChErr_11_err_dat,0x32f,ro,1,0,63,0,63
ChErr,Global,misc_interrupts,ChErr_misc_interrupts,0x330,wo,1,0,3,6,3
ChErr,Global,pll_not_locked,ChErr_pll_not_locked,0x330,wo,1,0,1,5,1
ChErr,Global,dll_not_locked,ChErr_dll_not_locked,0x330,wo,1,0,1,4,1
ChErr,Global,chns_not_locked,ChErr_chns_not_locked,0x330,wo,1,0,1,3,1
ChErr,Global,buffer_wr_ptr_overflow_err,ChErr_buffer_wr_ptr_overflow_err,0x330,wo,1,0,1,2,1
ChErr,Global,fc_error_count_ne_zero,ChErr_fc_error_count_ne_zero,0x330,wo,1,0,1,1,1
ChErr,Global,command_rx_inverted,ChErr_command_rx_inverted,0x330,wo,1,0,1,0,1
ERx,00,ch_set_common_mode,ERx_00_ch_set_common_mode,0x4e6,rw,1,0,1,5,1
ERx,00,ch_ch_equalizer,ERx_00_ch_ch_equalizer,0x4e6,rw,1,0,3,3,3
ERx,00,ch_enable_termination,ERx_00_ch_enable_termination,0x4e6,rw,1,1,1,2,1
ERx,00,ch_invert_data,ERx_00_ch_invert_data,0x4e6,rw,1,0,1,1,1
ERx,00,ch_enable,ERx_00_ch_enable,0x4e6,rw,1,1,1,0,1
ERx,00,mux_set_common_mode,ERx_00_mux_set_common_mode,0x4f2,rw,1,0,1,5,1
ERx,00,mux_ch_equalizer,ERx_00_mux_ch_equalizer,0x4f2,rw,1,0,3,3,3
ERx,00,mux_enable_termination,ERx_00_mux_enable_termination,0x4f2,rw,1,1,1,2,1
ERx,00,mux_invert_data,ERx_00_mux_invert_data,0x4f2,rw,1,0,1,1,1
ERx,00,mux_enable,ERx_00_mux_enable,0x4f2,rw,1,1,1,0,1
ERx,01,ch_set_common_mode,ERx_01_ch_set_common_mode,0x4e7,rw,1,0,1,5,1
ERx,01,ch_ch_equalizer,ERx_01_ch_ch_equalizer,0x4e7,rw,1,0,3,3,3
ERx,01,ch_enable_termination,ERx_01_ch_enable_termination,0x4e7,rw,1,1,1,2,1
ERx,01,ch_invert_data,ERx_01_ch_invert_data,0x4e7,rw,1,0,1,1,1
ERx,01,ch_enable,ERx_01_ch_enable,0x4e7,rw,1,1,1,0,1
ERx,01,mux_set_common_mode,ERx_01_mux_set_common_mode,0x4f3,rw,1,0,1,5,1
ERx,01,mux_ch_equalizer,ERx_01_mux_ch_equalizer,0x4f3,rw,1,0,3,3,3
ERx,01,mux_enable_termination,ERx_01_mux_enable_termination,0x4f3,rw,1,1,1,2,1
ERx,01,mux_invert_data,ERx_01_mux_invert_data,0x4f3,rw,1,0,1,1,1
ERx,01,mux_enable,ERx_01_mux_enable,0x4f3,rw,1,1,1,0,1
ERx,02,ch_set_common_mode,ERx_02_ch_set_common_mode,0x4e8,rw,1,0,1,5,1
ERx,02,ch_ch_equalizer,ERx_02_ch_ch_equalizer,0x4e8,rw,1,0,3,3,3
ERx,02,ch_enable_termination,ERx_02_ch_enable_termination,0x4e8,rw,1,1,1,2,1
ERx,02,ch_invert_data,ERx_02_ch_invert_data,0x4e8,rw,1,0,1,1,1
ERx,02,ch_enable,ERx_02_ch_enable,0x4e8,rw,1,1,1,0,1
ERx,02,mux_set_common_mode,ERx_02_mux_set_common_mode,0x4f4,rw,1,0,1,5,1
ERx,02,mux_ch_equalizer,ERx_02_mux_ch_equalizer,0x4f4,rw,1,0,3,3,3
ERx,02,mux_enable_termination,ERx_02_mux_enable_termination,0x4f4,rw,1,1,1,2,1
ERx,02,mux_invert_data,ERx_02_mux_invert_data,0x4f4,rw,1,0,1,1,1
ERx,02,mux_enable,ERx_02_mux_enable,0x4f4,rw,1,1,1,0,1
ERx,03,ch_set_common_mode,ERx_03_ch_set_common_mode,0x4e9,rw,1,0,1,5,1
ERx,03,ch_ch_equalizer,ERx_03_ch_ch_equalizer,0x4e9,rw,1,0,3,3,3
ERx,03,ch_enable_termination,ERx_03_ch_enable_termination,0x4e9,rw,1,1,1,2,1
ERx,03,ch_invert_data,ERx_03_ch_invert_data,0x4e9,rw,1,0,1,1,1
ERx,03,ch_enable,ERx_03_ch_enable,0x4e9,rw,1,1,1,0,1
ERx,04,ch_set_common_mode,ERx_04_ch_set_common_mode,0x4ea,rw,1,0,1,5,1
ERx,04,ch_ch_equalizer,ERx_04_ch_ch_equalizer,0x4ea,rw,1,0,3,3,3
ERx,04,ch_enable_termination,ERx_04_ch_enable_termination,0x4ea,rw,1,1,1,2,1
ERx,04,ch_invert_data,ERx_04_ch_invert_data,0x4ea,rw,1,0,1,1,1
ERx,04,ch_enable,ERx_04_ch_enable,0x4ea,rw,1,1,1,0,1
ERx,05,ch_set_common_mode,ERx_05_ch_set_common_mode,0x4eb,rw,1,0,1,5,1
ERx,05,ch_ch_equalizer,ERx_05_ch_ch_equalizer,0x4eb,rw,1,0,3,3,3
ERx,05,ch_enable_termination,ERx_05_ch_enable_termination,0x4eb,rw,1,1,1,2,1
ERx,05,ch_invert_data,ERx_05_ch_invert_data,0x4eb,rw,1,0,1,1,1
ERx,05,ch_enable,ERx_05_ch_enable,0x4eb,rw,1,1,1,0,1
ERx,06,ch_set_common_mode,ERx_06_ch_set_common_mode,0x4ec,rw,1,0,1,5,1
ERx,06,ch_ch_equalizer,ERx_06_ch_ch_equalizer,0x4ec,rw,1,0,3,3,3
ERx,06,ch_enable_termination,ERx_06_ch_enable_termination,0x4ec,rw,1,1,1,2,1
ERx,06,ch_invert_data,ERx_06_ch_invert_data,0x4ec,rw,1,0,1,1,1
ERx,06,ch_enable,ERx_06_ch_enable,0x4ec,rw,1,1,1,0,1
ERx,07,ch_set_common_mode,ERx_07_ch_set_common_mode,0x4ed,rw,1,0,1,5,1
ERx,07,ch_ch_equalizer,ERx_07_ch_ch_equalizer,0x4ed,rw,1,0,3,3,3
ERx,07,ch_enable_termination,ERx_07_ch_enable_termination,0x4ed,rw,1,1,1,2,1
ERx,07,ch_invert_data,ERx_07_ch_invert_data,0x4ed,rw,1,0,1,1,1
ERx,07,ch_enable,ERx_07_ch_enable,0x4ed,rw,1,1,1,0,1
ERx,08,ch_set_common_mode,ERx_08_ch_set_common_mode,0x4ee,rw,1,0,1,5,1
ERx,08,ch_ch_equalizer,ERx_08_ch_ch_equalizer,0x4ee,rw,1,0,3,3,3
ERx,08,ch_enable_termination,ERx_08_ch_enable_termination,0x4ee,rw,1,1,1,2,1
ERx,08,ch_invert_data,ERx_08_ch_invert_data,0x4ee,rw,1,0,1,1,1
ERx,08,ch_enable,ERx_08_ch_enable,0x4ee,rw,1,1,1,0,1
ERx,09,ch_set_common_mode,ERx_09_ch_set_common_mode,0x4ef,rw,1,0,1,5,1
ERx,09,ch_ch_equalizer,ERx_09_ch_ch_equalizer,0x4ef,rw,1,0,3,3,3
ERx,09,ch_enable_termination,ERx_09_ch_enable_termination,0x4ef,rw,1,1,1,2,1
ERx,09,ch_invert_data,ERx_09_ch_invert_data,0x4ef,rw,1,0,1,1,1
ERx,09,ch_enable,ERx_09_ch_enable,0x4ef,rw,1,1,1,0,1
ERx,10,ch_set_common_mode,ERx_10_ch_set_common_mode,0x4f0,rw,1,0,1,5,1
ERx,10,ch_ch_equalizer,ERx_10_ch_ch_equalizer,0x4f0,rw,1,0,3,3,3
ERx,10,ch_enable_termination,ERx_10_ch_enable_termination,0x4f0,rw,1,1,1,2,1
ERx,10,ch_invert_data,ERx_10_ch_invert_data,0x4f0,rw,1,0,1,1,1
ERx,10,ch_enable,ERx_10_ch_enable,0x4f0,rw,1,1,1,0,1
ERx,11,ch_set_common_mode,ERx_11_ch_set_common_mode,0x4f1,rw,1,0,1,5,1
ERx,11,ch_ch_equalizer,ERx_11_ch_ch_equalizer,0x4f1,rw,1,0,3,3,3
ERx,11,ch_enable_termination,ERx_11_ch_enable_termination,0x4f1,rw,1,1,1,2,1
ERx,11,ch_invert_data,ERx_11_ch_invert_data,0x4f1,rw,1,0,1,1,1
ERx,11,ch_enable,ERx_11_ch_enable,0x4f1,rw,1,1,1,0,1
ETx,00,ch_pre_emphasis_strength,ETx_00_ch_pre_emphasis_strength,0x4f5,rw,2,3,7,9,7
ETx,00,ch_pre_emphasis_width,ETx_00_ch_pre_emphasis_width,0x4f5,rw,2,0,7,6,7
ETx,00,ch_pre_emphasis_mode,ETx_00_ch_pre_emphasis_mode,0x4f5,rw,2,0,3,4,3
ETx,00,ch_drive_strength,ETx_00_ch_drive_strength,0x4f5,rw,2,3,7,1,7
ETx,00,ch_invert_data,ETx_00_ch_invert_data,0x4f5,rw,2,0,1,0,1
ETx,00,mux_pre_emphasis_strength,ETx_00_mux_pre_emphasis_strength,0x50f,rw,2,3,7,10,7
ETx,00,mux_pre_emphasis_width,ETx_00_mux_pre_emphasis_width,0x50f,rw,2,0,7,7,7
ETx,00,mux_pre_emphasis_mode,ETx_00_mux_pre_emphasis_mode,0x50f,rw,2,0,3,5,3
ETx,00,mux_drive_strength,ETx_00_mux_drive_strength,0x50f,rw,2,3,7,2,7
ETx,00,mux_invert_data,ETx_00_mux_invert_data,0x50f,rw,2,0,1,1,1
ETx,00,mux_enable,ETx_00_mux_enable,0x50f,rw,2,1,1,0,1
ETx,01,ch_pre_emphasis_strength,ETx_01_ch_pre_emphasis_strength,0x4f7,rw,2,3,7,9,7
ETx,01,ch_pre_emphasis_width,ETx_01_ch_pre_emphasis_width,0x4f7,rw,2,0,7,6,7
ETx,01,ch_pre_emphasis_mode,ETx_01_ch_pre_emphasis_mode,0x4f7,rw,2,0,3,4,3
ETx,01,ch_drive_strength,ETx_01_ch_drive_strength,0x4f7,rw,2,3,7,1,7
ETx,01,ch_invert_data,ETx_01_ch_invert_data,0x4f7,rw,2,0,1,0,1
ETx,01,mux_pre_emphasis_strength,ETx_01_mux_pre_emphasis_strength,0x511,rw,2,3,7,10,7
ETx,01,mux_pre_emphasis_width,ETx_01_mux_pre_emphasis_width,0x511,rw,2,0,7,7,7
ETx,01,mux_pre_emphasis_mode,ETx_01_mux_pre_emphasis_mode,0x511,rw,2,0,3,5,3
ETx,01,mux_drive_strength,ETx_01_mux_drive_strength,0x511,rw,2,3,7,2,7
ETx,01,mux_invert_data,ETx_01_mux_invert_data,0x511,rw,2,0,1,1,1
ETx,01,mux_enable,ETx_01_mux_enable,0x511,rw,2,1,1,0,1
ETx,02,ch_pre_emphasis_strength,ETx_02_ch_pre_emphasis_strength,0x4f9,rw,2,3,7,9,7
ETx,02,ch_pre_emphasis_width,ETx_02_ch_pre_emphasis_width,0x4f9,rw,2,0,7,6,7
ETx,02,ch_pre_emphasis_mode,ETx_02_ch_pre_emphasis_mode,0x4f9,rw,2,0,3,4,3
ETx,02,ch_drive_strength,ETx_02_ch_drive_strength,0x4f9,rw,2,3,7,1,7
ETx,02,ch_invert_data,ETx_02_ch_invert_data,0x4f9,rw,2,0,1,0,1
ETx,02,mux_pre_emphasis_strength,ETx_02_mux_pre_emphasis_strength,0x513,rw,2,3,7,10,7
ETx,02,mux_pre_emphasis_width,ETx_02_mux_pre_emphasis_width,0x513,rw,2,0,7,7,7
ETx,02,mux_pre_emphasis_mode,ETx_02_mux_pre_emphasis_mode,0x513,rw,2,0,3,5,3
ETx,02,mux_drive_strength,ETx_02_mux_drive_strength,0x513,rw,2,3,7,2,7
ETx,02,mux_invert_data,ETx_02_mux_invert_data,0x513,rw,2,0,1,1,1
ETx,02,mux_enable,ETx_02_mux_enable,0x513,rw,2,1,1,0,1
ETx,03,ch_pre_emphasis_strength,ETx_03_ch_pre_emphasis_strength,0x4fb,rw,2,3,7,9,7
ETx,03,ch_pre_emphasis_width,ETx_03_ch_pre_emphasis_width,0x4fb,rw,2,0,7,6,7
ETx,03,ch_pre_emphasis_mode,ETx_03_ch_pre_emphasis_mode,0x4fb,rw,2,0,3,4,3
ETx,03,ch_drive_strength,ETx_03_ch_drive_strength,0x4fb,rw,2,3,7,1,7
ETx,03,ch_invert_data,ETx_03_ch_invert_data,0x4fb,rw,2,0,1,0,1
ETx,03,mux_pre_emphasis_strength,ETx_03_mux_pre_emphasis_strength,0x515,rw,2,3,7,10,7
ETx,03,mux_pre_emphasis_width,ETx_03_mux_pre_emphasis_width,0x515,rw,2,0,7,7,7
ETx,03,mux_pre_emphasis_mode,ETx_03_mux_pre_emphasis_mode,0x515,rw,2,0,3,5,3
ETx,03,mux_drive_strength,ETx_03_mux_drive_strength,0x515,rw,2,3,7,2,7
ETx,03,mux_invert_data,ETx_03_mux_invert_data,0x515,rw,2,0,1,1,1
ETx,03,mux_enable,ETx_03_mux_enable,0x515,rw,2,1,1,0,1
ETx,04,ch_pre_emphasis_strength,ETx_04_ch_pre_emphasis_strength,0x4fd,rw,2,3,7,9,7
ETx,04,ch_pre_emphasis_width,ETx_04_ch_pre_emphasis_width,0x4fd,rw,2,0,7,6,7
ETx,04,ch_pre_emphasis_mode,ETx_04_ch_pre_emphasis_mode,0x4fd,rw,2,0,3,4,3
ETx,04,ch_drive_strength,ETx_04_ch_drive_strength,0x4fd,rw,2,3,7,1,7
ETx,04,ch_invert_data,ETx_04_ch_invert_data,0x4fd,rw,2,0,1,0,1
ETx,05,ch_pre_emphasis_strength,ETx_05_ch_pre_emphasis_strength,0x4ff,rw,2,3,7,9,7
ETx,05,ch_pre_emphasis_width,ETx_05_ch_pre_emphasis_width,0x4ff,rw,2,0,7,6,7
ETx,05,ch_pre_emphasis_mode,ETx_05_ch_pre_emphasis_mode,0x4ff,rw,2,0,3,4,3
ETx,05,ch_drive_strength,ETx_05_ch_drive_strength,0x4ff,rw,2,3,7,1,7
ETx,05,ch_invert_data,ETx_05_ch_invert_data,0x4ff,rw,2,0,1,0,1
ETx,06,ch_pre_emphasis_strength,ETx_06_ch_pre_emphasis_strength,0x501,rw,2,3,7,9,7
ETx,06,ch_pre_emphasis_width,ETx_06_ch_pre_emphasis_width,0x501,rw,2,0,7,6,7
ETx,06,ch_pre_emphasis_mode,ETx_06_ch_pre_emphasis_mode,0x501,rw,2,0,3,4,3
ETx,06,ch_drive_strength,ETx_06_ch_drive_strength,0x501,rw,2,3,7,1,7
ETx,06,ch_invert_data,ETx_06_ch_invert_data,0x501,rw,2,0,1,0,1
ETx,07,ch_pre_emphasis_strength,ETx_07_ch_pre_emphasis_strength,0x503,rw,2,3,7,9,7
ETx,07,ch_pre_emphasis_width,ETx_07_ch_pre_emphasis_width,0x503,rw,2,0,7,6,7
ETx,07,ch_pre_emphasis_mode,ETx_07_ch_pre_emphasis_mode,0x503,rw,2,0,3,4,3
ETx,07,ch_drive_strength,ETx_07_ch_drive_strength,0x503,rw,2,3,7,1,7
ETx,07,ch_invert_data,ETx_07_ch_invert_data,0x503,rw,2,0,1,0,1
ETx,08,ch_pre_emphasis_strength,ETx_08_ch_pre_emphasis_strength,0x505,rw,2,3,7,9,7
ETx,08,ch_pre_emphasis_width,ETx_08_ch_pre_emphasis_width,0x505,rw,2,0,7,6,7
ETx,08,ch_pre_emphasis_mode,ETx_08_ch_pre_emphasis_mode,0x505,rw,2,0,3,4,3
ETx,08,ch_drive_strength,ETx_08_ch_drive_strength,0x505,rw,2,3,7,1,7
ETx,08,ch_invert_data,ETx_08_ch_invert_data,0x505,rw,2,0,1,0,1
ETx,09,ch_pre_emphasis_strength,ETx_09_ch_pre_emphasis_strength,0x507,rw,2,3,7,9,7
ETx,09,ch_pre_emphasis_width,ETx_09_ch_pre_emphasis_width,0x507,rw,2,0,7,6,7
ETx,09,ch_pre_emphasis_mode,ETx_09_ch_pre_emphasis_mode,0x507,rw,2,0,3,4,3
ETx,09,ch_drive_strength,ETx_09_ch_drive_strength,0x507,rw,2,3,7,1,7
ETx,09,ch_invert_data,ETx_09_ch_invert_data,0x507,rw,2,0,1,0,1
ETx,10,ch_pre_emphasis_strength,ETx_10_ch_pre_emphasis_strength,0x509,rw,2,3,7,9,7
ETx,10,ch_pre_emphasis_width,ETx_10_ch_pre_emphasis_width,0x509,rw,2,0,7,6,7
ETx,10,ch_pre_emphasis_mode,ETx_10_ch_pre_emphasis_mode,0x509,rw,2,0,3,4,3
ETx,10,ch_drive_strength,ETx_10_ch_drive_strength,0x509,rw,2,3,7,1,7
ETx,10,ch_invert_data,ETx_10_ch_invert_data,0x509,rw,2,0,1,0,1
ETx,11,ch_pre_emphasis_strength,ETx_11_ch_pre_emphasis_strength,0x50b,rw,2,3,7,9,7
ETx,11,ch_pre_emphasis_width,ETx_11_ch_pre_emphasis_width,0x50b,rw,2,0,7,6,7
ETx,11,ch_pre_emphasis_mode,ETx_11_ch_pre_emphasis_mode,0x50b,rw,2,0,3,4,3
ETx,11,ch_drive_strength,ETx_11_ch_drive_strength,0x50b,rw,2,3,7,1,7
ETx,11,ch_invert_data,ETx_11_ch_invert_data,0x50b,rw,2,0,1,0,1
ETx,12,ch_pre_emphasis_strength,ETx_12_ch_pre_emphasis_strength,0x50d,rw,2,3,7,9,7
ETx,12,ch_pre_emphasis_width,ETx_12_ch_pre_emphasis_width,0x50d,rw,2,0,7,6,7
ETx,12,ch_pre_emphasis_mode,ETx_12_ch_pre_emphasis_mode,0x50d,rw,2,0,3,4,3
ETx,12,ch_drive_strength,ETx_12_ch_drive_strength,0x50d,rw,2,3,7,1,7
ETx,12,ch_invert_data,ETx_12_ch_invert_data,0x50d,rw,2,0,1,0,1
EccErr,00,single_chan_aligner,EccErr_00_single_chan_aligner,0xbee,ro,1,0,255,0,255
EccErr,00,single_chan_err,EccErr_00_single_chan_err,0xbef,ro,1,0,255,0,255
EccErr,00,single_chan_eprxgrp,EccErr_00_single_chan_eprxgrp,0xbf0,ro,1,0,255,0,255
EccErr,00,double_chan_aligner,EccErr_00_double_chan_aligner,0xc1e,ro,1,0,255,0,255
EccErr,00,double_chan_err,EccErr_00_double_chan_err,0xc1f,ro,1,0,255,0,255
EccErr,00,double_chan_eprxgrp,EccErr_00_double_chan_eprxgrp,0xc20,ro,1,0,255,0,255
EccErr,00,parity_chan_aligner,EccErr_00_parity_chan_aligner,0xc4e,ro,1,0,255,0,255
EccErr,00,parity_chan_err,EccErr_00_parity_chan_err,0xc4f,ro,1,0,255,0,255
EccErr,00,parity_chan_eprxgrp,EccErr_00_parity_chan_eprxgrp,0xc50,ro,1,0,255,0,255
EccErr,01,single_chan_aligner,EccErr_01_single_chan_aligner,0xbf1,ro,1,0,255,0,255
EccErr,01,single_chan_err,EccErr_01_single_chan_err,0xbf2,ro,1,0,255,0,255
EccErr,01,single_chan_eprxgrp,EccErr_01_single_chan_eprxgrp,0xbf3,ro,1,0,255,0,255
EccErr,01,double_chan_aligner,EccErr_01_double_chan_aligner,0xc21,ro,1,0,255,0,255
EccErr,01,double_chan_err,EccErr_01_double_chan_err,0xc22,ro,1,0,255,0,255
EccErr,01,double_chan_eprxgrp,EccErr_01_double_chan_eprxgrp,0xc23,ro,1,0,255,0,255
EccErr,01,parity_chan_aligner,EccErr_01_parity_chan_aligner,0xc51,ro,1,0,255,0,255
EccErr,01,parity_chan_err,EccErr_01_parity_chan_err,0xc52,ro,1,0,255,0,255
EccErr,01,parity_chan_eprxgrp,EccErr_01_parity_chan_eprxgrp,0xc53,ro,1,0,255,0,255
EccErr,02,single_chan_aligner,EccErr_02_single_chan_aligner,0xbf4,ro,1,0,255,0,255
EccErr,02,single_chan_err,EccErr_02_single_chan_err,0xbf5,ro,1,0,255,0,255
EccErr,02,single_chan_eprxgrp,EccErr_02_single_chan_eprxgrp,0xbf6,ro,1,0,255,0,255
EccErr,02,double_chan_aligner,EccErr_02_double_chan_aligner,0xc24,ro,1,0,255,0,255
EccErr,02,double_chan_err,EccErr_02_double_chan_err,0xc25,ro,1,0,255,0,255
EccErr,02,double_chan_eprxgrp,EccErr_02_double_chan_eprxgrp,0xc26,ro,1,0,255,0,255
EccErr,02,parity_chan_aligner,EccErr_02_parity_chan_aligner,0xc54,ro,1,0,255,0,255
EccErr,02,parity_chan_err,EccErr_02_parity_chan_err,0xc55,ro,1,0,255,0,255
EccErr,02,parity_chan_eprxgrp,EccErr_02_parity_chan_eprxgrp,0xc56,ro,1,0,255,0,255
EccErr,03,single_chan_aligner,EccErr_03_single_chan_aligner,0xbf7,ro,1,0,255,0,255
